vendor,month,count
MERIDIAN WASTE,Aug,108
MERIDIAN WASTE,Sep,161
MERIDIAN WASTE,Oct,173
MERIDIAN WASTE,Nov,173
MERIDIAN WASTE,Dec,173
MERIDIAN WASTE FLORIDA,Jan,2
MERIDIAN WASTE FLORIDA,Feb,2
MERIDIAN WASTE FLORIDA,Mar,2
MERIDIAN WASTE FLORIDA,Apr,2
MERIDIAN WASTE FLORIDA,May,2
MERIDIAN WASTE FLORIDA,Jun,2
MERIDIAN WASTE FLORIDA,Jul,2
MERIDIAN WASTE FLORIDA,Sep,2
MERIDIAN WASTE FLORIDA,Oct,2
MERIDIAN WASTE FLORIDA,Nov,2
MERIDIAN WASTE FLORIDA,Dec,2
MET,Jun,1
"METALPRO, INC",Jan,42
"METALPRO, INC",Feb,40
"METALPRO, INC",Mar,42
"METALPRO, INC",Apr,37
"METALPRO, INC",May,50
"METALPRO, INC",Jun,13
"METALPRO, INC",Jul,29
"METALPRO, INC",Aug,32
"METALPRO, INC",Sep,31
"METALPRO, INC",Oct,28
"METALPRO, INC",Nov,45
"METALPRO, INC",Dec,24
MIEDEMA SANITATION,Jan,1
MIEDEMA SANITATION,Feb,1
MIEDEMA SANITATION,Mar,1
MIEDEMA SANITATION,Apr,3
MIEDEMA SANITATION,May,3
MIEDEMA SANITATION,Jun,2
MIEDEMA SANITATION,Jul,2
MIEDEMA SANITATION,Aug,2
MIEDEMA SANITATION,Oct,1
MIEDEMA SANITATION,Nov,2
MIEDEMA SANITATION,Dec,3
MILES CITY SANITATION,Jan,2
MILES CITY SANITATION,Feb,2
MILES CITY SANITATION,Mar,3
MILES CITY SANITATION,Apr,3
MILES CITY SANITATION,May,3
MILES CITY SANITATION,Jun,3
MILES CITY SANITATION,Jul,3
MILES CITY SANITATION,Aug,3
MILES CITY SANITATION,Sep,2
MILES CITY SANITATION,Oct,4
MILES CITY SANITATION,Nov,3
MILES CITY SANITATION,Dec,3
MONTEREY CITY DISPOSAL INC,Jan,1
MONTEREY CITY DISPOSAL INC,Feb,1
MONTEREY CITY DISPOSAL INC,Mar,1
MONTEREY CITY DISPOSAL INC,Apr,1
MONTEREY CITY DISPOSAL INC,May,1
MONTEREY CITY DISPOSAL INC,Jun,1
MONTEREY CITY DISPOSAL INC,Jul,1
MONTEREY CITY DISPOSAL INC,Sep,1
MONTEREY CITY DISPOSAL INC,Oct,1
MONTEREY CITY DISPOSAL INC,Nov,1
MOORE COAL,Jan,22
MOORE COAL,Feb,20
MOORE COAL,Mar,38
MOORE COAL,Apr,3
MOORE COAL,May,23
MOORE COAL,Jun,38
MOORE COAL,Jul,3
MOORE COAL,Aug,22
MOORE COAL,Sep,34
MOORE COAL,Oct,22
MOORE COAL,Nov,20
MOORE COAL,Dec,5
MOSDELL SANITATION,Jan,1
MOSDELL SANITATION,Mar,1
MOSDELL SANITATION,Apr,1
MOSDELL SANITATION,May,1
MOSDELL SANITATION,Jul,1
MOSDELL SANITATION,Aug,1
MOSDELL SANITATION,Sep,2
MOSDELL SANITATION,Nov,1
MOUNTAIN STATE WASTE,Jan,7
MOUNTAIN STATE WASTE,Feb,7
MOUNTAIN STATE WASTE,Mar,8
MOUNTAIN STATE WASTE,Apr,8
MOUNTAIN STATE WASTE,May,8
MOUNTAIN STATE WASTE,Jun,2
MOUNTAIN STATE WASTE,Jul,14
MOUNTAIN STATE WASTE,Aug,10
MOUNTAIN STATE WASTE,Sep,9
MOUNTAIN STATE WASTE,Oct,5
MOUNTAIN STATE WASTE,Nov,9
MOUNTAIN STATE WASTE,Dec,2
"MR&E, Inc",Feb,2
"MR&E, Inc",Apr,1
"MR&E, Inc",Jun,1
"MR&E, Inc",Jul,2
"MR&E, Inc",Aug,3
"MR&E, Inc",Sep,1
"MR&E, Inc",Oct,1
"MR&E, Inc",Nov,3
MSC Industries Inc,Jan,3
MSC Industries Inc,Feb,5
MSC Industries Inc,Mar,2
MSC Industries Inc,Apr,3
MSC Industries Inc,May,3
MSC Industries Inc,Jun,2
MSC Industries Inc,Jul,3
MSC Industries Inc,Aug,1
MSC Industries Inc,Sep,3
MSC Industries Inc,Oct,2
MSC Industries Inc,Nov,2
MSC Industries Inc,Dec,2
MSJS Recycling,Sep,1
MSP Pallet Recycling,Jan,6
MSP Pallet Recycling,Feb,4
MSP Pallet Recycling,Mar,1
MSP Pallet Recycling,Sep,1
MSP Pallet Recycling,Oct,1
MSP Pallet Recycling,Nov,1
MT. DIABLO RESOURCE RECOVERY,Jan,4
MT. DIABLO RESOURCE RECOVERY,Feb,4
MT. DIABLO RESOURCE RECOVERY,Mar,5
MT. DIABLO RESOURCE RECOVERY,Apr,3
MT. DIABLO RESOURCE RECOVERY,May,1
MT. DIABLO RESOURCE RECOVERY,Jun,6
MT. DIABLO RESOURCE RECOVERY,Jul,3
MT. DIABLO RESOURCE RECOVERY,Aug,3
MT. DIABLO RESOURCE RECOVERY,Sep,3
MT. DIABLO RESOURCE RECOVERY,Oct,3
MT. DIABLO RESOURCE RECOVERY,Nov,4
MT. DIABLO RESOURCE RECOVERY,Dec,6
MUNICIPAL EQUIPMENT INC,Mar,1
MUNICIPAL EQUIPMENT INC,May,1
MUNICIPAL EQUIPMENT INC,Jun,1
MUNICIPAL EQUIPMENT INC,Aug,1
MUNICIPAL EQUIPMENT INC,Oct,1
MUNICIPAL EQUIPMENT INC,Dec,2
Mackenzie Disposal,Feb,5
Mackenzie Disposal,Oct,1
Macs Wood Products,Nov,5
Macs Wood Products,Dec,1
Madden Sanitation Inc,Jan,2
Madden Sanitation Inc,Feb,1
Madden Sanitation Inc,Mar,2
Madden Sanitation Inc,Apr,2
Madden Sanitation Inc,May,2
Madden Sanitation Inc,Jun,2
Madden Sanitation Inc,Jul,1
Madden Sanitation Inc,Aug,2
Madden Sanitation Inc,Sep,1
Madden Sanitation Inc,Oct,1
Madden Sanitation Inc,Nov,1
Madden Sanitation Inc,Dec,1
Madison Materials,Jan,4
Madison Materials,Feb,3
Madison Materials,Mar,5
Madison Materials,Apr,2
Madison Materials,May,8
Madison Materials,Jun,3
Madison Materials,Jul,2
Madison Materials,Aug,5
Madison Materials,Sep,5
Madison Materials,Oct,5
Madison Materials,Nov,1
Madison Materials,Dec,3
Madras Sanitary Services,Jan,2
Madras Sanitary Services,Feb,3
Madras Sanitary Services,Mar,2
Madras Sanitary Services,Apr,2
Madras Sanitary Services,May,1
Madras Sanitary Services,Jun,1
Madras Sanitary Services,Jul,2
Madras Sanitary Services,Aug,1
Madras Sanitary Services,Sep,1
Madras Sanitary Services,Oct,1
Madras Sanitary Services,Nov,2
"Magenta Construction Services, Inc.",Oct,2
Maharg,Jan,1
Maharg,Feb,1
Maharg,Mar,1
Maharg,May,1
Maharg,Jun,1
Maharg,Jul,1
Maharg,Aug,1
Main Street Fibers,Mar,4
Main Street Fibers,Apr,2
Main Street Fibers,May,2
Main Street Fibers,Jun,1
Main Street Fibers,Jul,3
Main Street Fibers,Dec,4
Major Waste Disposal,Jan,2
Major Waste Disposal,Feb,1
Major Waste Disposal,Mar,1
Major Waste Disposal,Apr,2
Major Waste Disposal,May,2
Major Waste Disposal,Jun,2
Major Waste Disposal,Jul,2
Major Waste Disposal,Oct,1
Major Waste Disposal,Nov,1
Marangi Disposal,Jul,1
Marangi Disposal,Aug,1
Marangi Disposal,Oct,1
Marangi Disposal,Nov,1
Marathon Garbage Service Inc,Jan,1
Marathon Garbage Service Inc,Mar,2
Marathon Garbage Service Inc,Apr,1
Marathon Garbage Service Inc,May,2
Marathon Garbage Service Inc,Jul,2
Marathon Garbage Service Inc,Aug,1
Marathon Garbage Service Inc,Oct,1
Marathon Garbage Service Inc,Nov,1
Marathon Garbage Service Inc,Dec,2
Marathon Wood Products Inc.,Jul,1
Marathon Wood Products Inc.,Aug,1
Marathon Wood Products Inc.,Oct,1
Marborg Industries,Jan,5
Marborg Industries,Feb,5
Marborg Industries,Mar,5
Marborg Industries,Apr,5
Marborg Industries,May,5
Marborg Industries,Jun,4
Marborg Industries,Jul,4
Marborg Industries,Aug,5
Marborg Industries,Sep,5
Marborg Industries,Oct,4
Marborg Industries,Nov,6
Marborg Industries,Dec,5
"Marcotte Disposal, Inc.",Jan,1
"Marcotte Disposal, Inc.",Feb,1
"Marcotte Disposal, Inc.",Mar,1
"Marcotte Disposal, Inc.",Apr,2
"Marcotte Disposal, Inc.",May,1
"Marcotte Disposal, Inc.",Jun,1
"Marcotte Disposal, Inc.",Aug,1
"Marcotte Disposal, Inc.",Sep,1
"Marcotte Disposal, Inc.",Oct,1
"Marcotte Disposal, Inc.",Nov,1
"Marcotte Disposal, Inc.",Dec,1
Marin Resource Recovery Center,Jan,1
Marin Resource Recovery Center,Aug,2
Marion County Solid Waste - AL,Jan,2
Marion County Solid Waste - AL,Feb,2
Marion County Solid Waste - AL,Mar,2
Marion County Solid Waste - AL,Apr,1
Marion County Solid Waste - AL,May,2
Marion County Solid Waste - AL,Jun,2
Marion County Solid Waste - AL,Jul,2
Marion County Solid Waste - AL,Sep,3
Marion County Solid Waste - AL,Nov,2
Marion County Solid Waste - AL,Dec,2
"Marko Metals, Inc",Jan,1
"Marko Metals, Inc",Feb,1
"Marko Metals, Inc",Jun,1
Markwell Fasteners,Jan,3
Markwell Fasteners,Feb,3
Markwell Fasteners,Mar,3
Markwell Fasteners,Apr,2
Markwell Fasteners,May,3
Markwell Fasteners,Jun,3
Markwell Fasteners,Jul,3
Markwell Fasteners,Aug,2
Markwell Fasteners,Sep,6
Markwell Fasteners,Oct,2
Markwell Fasteners,Nov,2
Markwell Fasteners,Dec,5
Marshalls Disposal,Jan,1
Marshalls Disposal,Feb,1
Marshalls Disposal,Mar,1
Marshalls Disposal,Apr,1
Marshalls Disposal,May,1
Marshalls Disposal,Jun,1
Marshalls Disposal,Jul,1
Marshalls Disposal,Aug,1
Marshalls Disposal,Sep,1
Marshalls Disposal,Oct,1
Marshalls Disposal,Dec,1
Martin Envionmental Services Inc,Jan,5
Martin Envionmental Services Inc,Feb,5
Martin Envionmental Services Inc,Mar,3
Martin Envionmental Services Inc,Apr,1
Martin Envionmental Services Inc,May,10
Martin Envionmental Services Inc,Jun,4
Martin Envionmental Services Inc,Jul,2
Martin Envionmental Services Inc,Sep,6
Martin Envionmental Services Inc,Oct,3
Martin Envionmental Services Inc,Nov,3
Martin Envionmental Services Inc,Dec,5
Martins trash service,Mar,1
Martins trash service,Apr,1
Martins trash service,May,1
Martins trash service,Jun,1
Martins trash service,Jul,2
Martins trash service,Aug,2
Martins trash service,Sep,1
Martins trash service,Oct,1
Martins trash service,Nov,1
Matt's Sanitation,Jan,1
Matt's Sanitation,Feb,1
Matt's Sanitation,Mar,1
Matt's Sanitation,Apr,2
Matt's Sanitation,May,3
Matt's Sanitation,Jun,3
Matt's Sanitation,Jul,2
Matt's Sanitation,Aug,2
Matt's Sanitation,Sep,2
Matt's Sanitation,Oct,2
Matt's Sanitation,Nov,4
Matt's Sanitation,Dec,2
Maui Disposal,Jan,1
Maui Disposal,Feb,1
Maui Disposal,Mar,1
Maui Disposal,Apr,1
Maui Disposal,May,1
Maui Disposal,Jun,1
Maui Disposal,Jul,1
Maui Disposal,Aug,1
Maui Disposal,Sep,1
Maui Disposal,Oct,1
Maui Disposal,Dec,2
Mauldin Trash Service,Feb,1
Mauldin Trash Service,Mar,1
Mauldin Trash Service,Apr,1
Mauldin Trash Service,Jul,1
Mauldin Trash Service,Aug,1
Mauldin Trash Service,Oct,1
Mauldin Trash Service,Dec,1
Maverick Waste Systems,Mar,2
Maverick Waste Systems,Apr,1
Maverick Waste Systems,May,1
Maverick Waste Systems,Jun,1
Maverick Waste Systems,Jul,1
Maverick Waste Systems,Aug,1
Maverick Waste Systems,Sep,1
Maverick Waste Systems,Oct,2
Maverick Waste Systems,Nov,3
Maverick Waste Systems,Dec,2
MaxShred,Jan,2
MaxShred,Feb,1
MaxShred,Mar,1
MaxShred,Apr,3
MaxShred,May,1
MaxShred,Jun,1
MaxShred,Jul,1
MaxShred,Aug,2
MaxShred,Sep,2
MaxShred,Oct,2
Mazza Recycling Services,Jan,4
Mazza Recycling Services,Feb,5
Mazza Recycling Services,Mar,2
Mazza Recycling Services,Apr,2
Mazza Recycling Services,May,2
Mazza Recycling Services,Jun,4
Mazza Recycling Services,Jul,3
Mazza Recycling Services,Aug,2
Mazza Recycling Services,Sep,2
Mazza Recycling Services,Oct,3
Mazza Recycling Services,Nov,2
Mazza Recycling Services,Dec,4
"McCullough Rubbish Removal, Inc.",Jan,3
"McCullough Rubbish Removal, Inc.",Feb,2
"McCullough Rubbish Removal, Inc.",Jul,2
"McCullough Rubbish Removal, Inc.",Aug,1
"McCullough Rubbish Removal, Inc.",Sep,1
"McCullough Rubbish Removal, Inc.",Oct,2
"McCullough Rubbish Removal, Inc.",Nov,2
McDowell & Sons Inc.,Feb,1
McDowell & Sons Inc.,Mar,1
McDowell & Sons Inc.,Apr,1
McDowell & Sons Inc.,May,1
McDowell & Sons Inc.,Jun,1
McDowell & Sons Inc.,Jul,1
McDowell & Sons Inc.,Aug,1
McDowell & Sons Inc.,Sep,1
McDowell & Sons Inc.,Oct,1
McDowell & Sons Inc.,Nov,1
Mecham's Country Garbage,Jan,1
Mecham's Country Garbage,Feb,1
Mecham's Country Garbage,Mar,3
Mecham's Country Garbage,Apr,2
Mecham's Country Garbage,May,2
Mecham's Country Garbage,Jun,3
Mecham's Country Garbage,Jul,6
Mecham's Country Garbage,Aug,2
Mecham's Country Garbage,Sep,1
Mecham's Country Garbage,Oct,3
Mecham's Country Garbage,Nov,2
Mecham's Country Garbage,Dec,4
Meridian Waste - Eco Waste Services,May,2
Meridian Waste - Eco Waste Services,Jun,1
Meridian Waste - Eco Waste Services,Jul,1
Meridian Waste - Eco Waste Services,Aug,1
Meridian Waste - Eco Waste Services,Sep,1
Meridian Waste - Eco Waste Services,Oct,1
Meridian Waste - Eco Waste Services,Nov,1
Meridian Waste - Eco Waste Services,Dec,1
Meridian Waste-Georgia,May,2
Meridian Waste-Georgia,Jun,1
Meridian Waste-Georgia,Jul,1
Meridian Waste-Georgia,Aug,1
Meridian Waste-Georgia,Sep,1
Meridian Waste-Georgia,Oct,1
Meridian Waste-Georgia,Nov,1
Meridian Waste-Georgia,Dec,2
Meridian Waste-North Carolina,Jan,3
Meridian Waste-North Carolina,Feb,3
Meridian Waste-North Carolina,Mar,3
Meridian Waste-North Carolina,Apr,3
Meridian Waste-North Carolina,May,4
Meridian Waste-North Carolina,Jun,4
Meridian Waste-North Carolina,Jul,3
Meridian Waste-North Carolina,Aug,2
Meridian Waste-North Carolina,Sep,4
Meridian Waste-North Carolina,Oct,5
Meridian Waste-North Carolina,Nov,5
Meridian Waste-North Carolina,Dec,5
Meridian Waste-Virginia,Apr,1
Meridian Waste-Virginia,May,4
Meridian Waste-Virginia,Jun,7
Meridian Waste-Virginia,Jul,4
Meridian Waste-Virginia,Aug,4
Meridian Waste-Virginia,Sep,5
Meridian Waste-Virginia,Oct,7
Meridian Waste-Virginia,Nov,6
Meridian Waste-Virginia,Dec,5
Metalico-Syracuse,Mar,1
Metalico-Syracuse,Apr,1
Metalico-Syracuse,Jun,1
Metalico-Syracuse,Sep,1
Metalico-Syracuse,Oct,1
Metalico-Syracuse,Dec,1
Metalico-Youngstown,Apr,2
Metalico-Youngstown,Oct,1
"Metech Recycling, Inc.",Mar,1
"Metech Recycling, Inc.",May,2
"Metech Recycling, Inc.",Jun,3
"Metech Recycling, Inc.",Jul,5
"Metech Recycling, Inc.",Aug,7
"Metech Recycling, Inc.",Sep,4
"Metech Recycling, Inc.",Oct,4
"Metech Recycling, Inc.",Nov,6
"Metech Recycling, Inc.",Dec,10
Miami Waste Paper Co Inc,Jan,2
Miami Waste Paper Co Inc,Feb,3
Miami Waste Paper Co Inc,Mar,2
Miami Waste Paper Co Inc,Jun,1
Miami Waste Paper Co Inc,Jul,1
Miami Waste Paper Co Inc,Oct,1
Miamitown Auto Parts & Recycling,Feb,1
Miamitown Auto Parts & Recycling,Mar,2
Miamitown Auto Parts & Recycling,Apr,1
Miamitown Auto Parts & Recycling,Jul,2
Miamitown Auto Parts & Recycling,Sep,1
Miamitown Auto Parts & Recycling,Nov,1
Mid Florida Portable Toilet Services,Mar,1
Mid Florida Portable Toilet Services,Apr,1
Mid Florida Portable Toilet Services,May,1
Mid Florida Portable Toilet Services,Jul,2
Mid Florida Portable Toilet Services,Aug,1
Mid South Waste Disposal,Jan,2
Mid South Waste Disposal,Mar,2
Mid South Waste Disposal,Apr,4
Mid South Waste Disposal,May,1
Mid South Waste Disposal,Jun,2
Mid South Waste Disposal,Jul,2
Mid South Waste Disposal,Aug,1
Mid South Waste Disposal,Sep,2
Mid South Waste Disposal,Oct,3
Mid South Waste Disposal,Nov,4
Mid South Waste Disposal,Dec,4
Mid Valley Disposal,Jan,2
Mid Valley Disposal,Feb,6
Mid Valley Disposal,Mar,5
Mid Valley Disposal,Apr,5
Mid Valley Disposal,May,5
Mid Valley Disposal,Jun,7
Mid Valley Disposal,Jul,4
Mid Valley Disposal,Aug,3
Mid Valley Disposal,Sep,6
Mid Valley Disposal,Oct,2
Mid Valley Disposal,Nov,4
Mid Valley Disposal,Dec,2
Mid-Nebraska Disposal Inc,Jan,2
Mid-Nebraska Disposal Inc,Feb,4
Mid-Nebraska Disposal Inc,Mar,3
Mid-Nebraska Disposal Inc,May,3
Mid-Nebraska Disposal Inc,Jun,3
Mid-Nebraska Disposal Inc,Jul,3
Mid-Nebraska Disposal Inc,Aug,3
Mid-Nebraska Disposal Inc,Sep,3
Mid-Nebraska Disposal Inc,Oct,2
Mid-Nebraska Disposal Inc,Nov,3
Mid-Nebraska Disposal Inc,Dec,3
Mid-Ohio Sanitation and Recycling LLC,Jan,1
Mid-Ohio Sanitation and Recycling LLC,Feb,1
Mid-Ohio Sanitation and Recycling LLC,Mar,1
Mid-Ohio Sanitation and Recycling LLC,Apr,1
Mid-Ohio Sanitation and Recycling LLC,May,1
Mid-Ohio Sanitation and Recycling LLC,Jun,1
Mid-Ohio Sanitation and Recycling LLC,Jul,1
Mid-Ohio Sanitation and Recycling LLC,Sep,1
Mid-Ohio Sanitation and Recycling LLC,Oct,1
Mid-Ohio Sanitation and Recycling LLC,Nov,1
Mid-Ohio Sanitation and Recycling LLC,Dec,1
Midwest Disposal LLC,Jan,2
Midwest Disposal LLC,Feb,1
Midwest Disposal LLC,Mar,1
Midwest Disposal LLC,Apr,1
Midwest Disposal LLC,May,1
Midwest Disposal LLC,Jun,1
Midwest Disposal LLC,Jul,1
Midwest Disposal LLC,Aug,1
Midwest Disposal LLC,Sep,1
Midwest Disposal LLC,Oct,1
Midwest Disposal LLC,Nov,1
Midwest Paper Retriever LLC,Jan,2
Midwest Paper Retriever LLC,Feb,2
Midwest Paper Retriever LLC,Mar,9
Midwest Paper Retriever LLC,Apr,9
Midwest Paper Retriever LLC,May,9
Midwest Paper Retriever LLC,Jun,12
Midwest Paper Retriever LLC,Jul,6
Midwest Paper Retriever LLC,Aug,9
Midwest Paper Retriever LLC,Sep,9
Midwest Paper Retriever LLC,Oct,11
Midwest Paper Retriever LLC,Nov,10
Midwest Paper Retriever LLC,Dec,10
Midwest Sanitation & Recycling,Jan,4
Midwest Sanitation & Recycling,Feb,3
Midwest Sanitation & Recycling,Mar,5
Midwest Sanitation & Recycling,Apr,5
Midwest Sanitation & Recycling,May,7
Midwest Sanitation & Recycling,Jun,6
Midwest Sanitation & Recycling,Jul,5
Midwest Sanitation & Recycling,Aug,1
Midwest Sanitation & Recycling,Sep,1
Midwest Sanitation & Recycling,Oct,6
Midwest Sanitation & Recycling,Nov,5
Midwest Sanitation & Recycling,Dec,6
"Mike Spano & Sons, Inc.",Jan,5
"Mike Spano & Sons, Inc.",Feb,4
"Mike Spano & Sons, Inc.",Mar,3
"Mike Spano & Sons, Inc.",May,3
"Mike Spano & Sons, Inc.",Sep,3
"Mike Spano & Sons, Inc.",Nov,3
"Mike Spano & Sons, Inc.",Dec,5
Mike's Rubbish and Recycling,Jan,2
Mike's Rubbish and Recycling,Feb,2
Mike's Rubbish and Recycling,Apr,3
Mike's Rubbish and Recycling,May,5
Mike's Rubbish and Recycling,Jul,3
Mike's Rubbish and Recycling,Aug,1
Mike's Rubbish and Recycling,Sep,2
Mike's Rubbish and Recycling,Oct,4
Mike's Rubbish and Recycling,Dec,4
Millennium Container Services,Dec,2
Miller & Sons Disposal Service,Jan,1
Miller & Sons Disposal Service,Apr,4
Miller & Sons Disposal Service,Sep,2
Miller & Sons Disposal Service,Oct,1
Miller & Sons Disposal Service,Nov,1
Miller Enterprises,Oct,3
Miller Enterprises,Nov,3
Miller Enterprises,Dec,5
Miller Waste Services,Oct,1
Miller Waste Services,Nov,1
Miller Waste Services,Dec,1
Mills Brother Garbage Service,Jan,1
Mills Brother Garbage Service,Feb,1
Mills Brother Garbage Service,Apr,1
Mills Brother Garbage Service,May,1
Mills Brother Garbage Service,Jul,1
Mills Brother Garbage Service,Aug,2
Mills Brother Garbage Service,Sep,2
Mills Brother Garbage Service,Oct,1
Mills Brother Garbage Service,Nov,2
Mills Brother Garbage Service,Dec,2
Mills Brothers Barbourville,Jan,4
Mills Brothers Barbourville,Feb,3
Mills Brothers Barbourville,Mar,1
Mills Brothers Barbourville,Apr,2
Mills Brothers Barbourville,May,2
Mills Brothers Barbourville,Jun,3
Mills Brothers Barbourville,Jul,4
Mills Brothers Barbourville,Oct,4
Mills Brothers Barbourville,Nov,2
Mills Brothers Barbourville,Dec,2
Minnkota Recycling,Jan,1
Minnkota Recycling,Feb,1
Minnkota Recycling,Mar,2
Minnkota Recycling,Apr,2
Minnkota Recycling,May,1
Minnkota Recycling,Jun,1
Minnkota Recycling,Jul,3
Minnkota Recycling,Aug,2
Minnkota Recycling,Sep,2
Minnkota Recycling,Oct,2
Minnkota Recycling,Nov,1
Minnkota Recycling,Dec,2
Mission Trail Waste Systems,Jan,1
Mission Trail Waste Systems,Feb,1
Mission Trail Waste Systems,Mar,1
Mission Trail Waste Systems,Apr,1
Mission Trail Waste Systems,May,1
Mission Trail Waste Systems,Jun,1
Mission Trail Waste Systems,Jul,1
Mission Trail Waste Systems,Aug,1
Mission Trail Waste Systems,Sep,1
Mission Trail Waste Systems,Oct,1
Mission Trail Waste Systems,Nov,1
Mission Trail Waste Systems,Dec,1
Missoula Compost,Jan,1
Missoula Compost,Feb,1
Missoula Compost,Mar,1
Missoula Compost,Apr,1
Missoula Compost,Jul,2
Missoula Compost,Aug,2
Missoula Compost,Sep,1
Missoula Compost,Oct,1
Missoula Compost,Dec,1
Modern Disposal Services,Jan,10
Modern Disposal Services,Feb,18
Modern Disposal Services,Mar,17
Modern Disposal Services,Apr,26
Modern Disposal Services,May,28
Modern Disposal Services,Jun,26
Modern Disposal Services,Jul,21
Modern Disposal Services,Aug,11
Modern Disposal Services,Sep,10
Modern Disposal Services,Oct,9
Modern Disposal Services,Nov,16
Modern Disposal Services,Dec,11
Modern Disposal Systems,Mar,1
Modern Disposal Systems,Apr,1
Modern Disposal Systems,May,1
Modern Disposal Systems,Jun,1
Modern Disposal Systems,Aug,1
Modern Disposal Systems,Sep,2
Modern Disposal Systems,Oct,1
Modern Disposal Systems,Dec,1
Mogford Metals,Jan,1
Mogford Metals,Feb,1
Mogford Metals,Apr,1
Mogford Metals,May,1
Mogford Metals,Jun,2
Mogford Metals,Jul,1
Mogford Metals,Aug,1
Mogford Metals,Sep,1
Mogford Metals,Oct,1
Mogford Metals,Nov,1
Molalla Sanitary Services Inc.,Jan,1
Molalla Sanitary Services Inc.,Feb,1
Molalla Sanitary Services Inc.,Mar,1
Molalla Sanitary Services Inc.,May,2
Molalla Sanitary Services Inc.,Jul,2
Molalla Sanitary Services Inc.,Sep,1
Molalla Sanitary Services Inc.,Oct,1
Molalla Sanitary Services Inc.,Nov,2
Moler Sanitation,Jan,1
Moler Sanitation,Feb,2
Moler Sanitation,Mar,2
Moler Sanitation,Apr,2
Moler Sanitation,May,2
Moler Sanitation,Jun,1
Moler Sanitation,Jul,3
Moler Sanitation,Sep,1
Moler Sanitation,Oct,1
Moler Sanitation,Nov,4
Moler Sanitation,Dec,4
Moon Companies,Feb,1
Moon Companies,Mar,1
Moon Companies,Apr,2
Moon Companies,Jun,2
Moon Companies,Jul,1
Moon Companies,Aug,2
Moon Companies,Sep,1
Moon Companies,Oct,3
Moon Companies,Nov,3
Mountain Disposal,Mar,2
Mountain Disposal,May,2
Mountain Disposal,Jun,1
Mountain Disposal,Jul,3
Mountain Disposal,Aug,2
Mountain Disposal,Sep,3
Mountain Disposal,Oct,1
Mountain Disposal,Nov,2
Mountain Disposal,Dec,1
Mountain High Disposal,Apr,1
Mountain High Disposal,May,1
Mountain High Disposal,Jun,1
Mountain High Disposal,Jul,1
Mountain High Disposal,Nov,3
Mountain High Disposal,Dec,2
"Mulberry Ventures, LLC",Feb,1
"Mulberry Ventures, LLC",Apr,1
"Mulberry Ventures, LLC",May,1
"Mulberry Ventures, LLC",Jul,2
"Mulberry Ventures, LLC",Aug,1
"Mulberry Ventures, LLC",Sep,1
"Mulberry Ventures, LLC",Oct,1
"Mulberry Ventures, LLC",Nov,1
"Mulberry Ventures, LLC",Dec,1
Municipality of Anchorage SWS,Jan,1
Municipality of Anchorage SWS,Mar,1
Municipality of Anchorage SWS,Apr,1
Municipality of Anchorage SWS,May,1
Municipality of Anchorage SWS,Jun,1
Municipality of Anchorage SWS,Jul,1
Municipality of Anchorage SWS,Aug,1
Municipality of Anchorage SWS,Sep,1
Municipality of Anchorage SWS,Nov,2
Muran International Group,Mar,1
Murray Sanitation,Jan,1
Murray Sanitation,Feb,1
Murray Sanitation,Mar,1
Murray Sanitation,Apr,1
Murray Sanitation,May,1
Murray Sanitation,Jun,1
Murray Sanitation,Jul,1
Murray Sanitation,Sep,1
Murray Sanitation,Oct,1
Murray Sanitation,Nov,1
Murray Sanitation,Dec,1
Murtha Sanitation,Jan,1
Murtha Sanitation,Mar,1
Murtha Sanitation,May,1
Murtha Sanitation,Sep,2
Murtha Sanitation,Nov,2
Myers Container Service Corp,Jan,1
Myers Container Service Corp,Feb,5
Myers Container Service Corp,Mar,1
Myers Container Service Corp,Apr,2
Myers Container Service Corp,May,3
Myers Container Service Corp,Jun,2
Myers Container Service Corp,Jul,3
Myers Container Service Corp,Aug,1
Myers Container Service Corp,Sep,1
Myers Container Service Corp,Oct,1
Myers Container Service Corp,Nov,3
Myers Container Service Corp,Dec,1
NASA SERVICES,Jan,4
NASA SERVICES,Feb,3
NASA SERVICES,Apr,7
NASA SERVICES,May,4
NASA SERVICES,Jun,1
NASA SERVICES,Jul,6
NASA SERVICES,Sep,6
NASA SERVICES,Oct,3
NASA SERVICES,Nov,5
NASA SERVICES,Dec,1
NC Pallet Recycling LLC,Jan,4
NC Pallet Recycling LLC,Feb,1
NC Pallet Recycling LLC,Mar,1
"NITTI SANITATION, INC",Jan,29
"NITTI SANITATION, INC",Feb,29
"NITTI SANITATION, INC",Mar,42
"NITTI SANITATION, INC",Apr,41
"NITTI SANITATION, INC",May,40
"NITTI SANITATION, INC",Jun,40
"NITTI SANITATION, INC",Jul,40
"NITTI SANITATION, INC",Aug,42
"NITTI SANITATION, INC",Sep,32
"NITTI SANITATION, INC",Oct,33
"NITTI SANITATION, INC",Nov,45
"NITTI SANITATION, INC",Dec,37
NK Waste Inc. & Recycling,Jan,1
NK Waste Inc. & Recycling,Feb,2
NK Waste Inc. & Recycling,Mar,1
NK Waste Inc. & Recycling,Apr,2
NK Waste Inc. & Recycling,May,2
NK Waste Inc. & Recycling,Jun,1
NK Waste Inc. & Recycling,Jul,3
NK Waste Inc. & Recycling,Sep,2
